question,expected_answer,model_answer,question_type,correct
"Question: What is 8785 plus 6801?
Answer:",15586,68,,False
"Question: What is 4645 plus 8383?
Answer:",13028,10,,False
"Question: What is 5954 plus 9641?
Answer:",15595,9641,,False
"Question: What is 7213 plus 9265?
Answer:",16478,60885,,False
"Question: What is 3780 plus 7486?
Answer:",11266,11566,,False
"Question: What is 2069 plus 7920?
Answer:",9989,206900,,False
"Question: What is 4859 plus 2267?
Answer:",7126,226,,False
"Question: What is 751 plus 312?
Answer:",1063,1063,,True
"Question: What is 7151 plus 7385?
Answer:",14536,715,,False
"Question: What is 2499 plus 8895?
Answer:",11394,19885,,False
"Question: What is 1865 plus 986?
Answer:",2851,1961,,False
"Question: What is 2466 plus 7482?
Answer:",9948,24660,,False
"Question: What is 1908 plus 7539?
Answer:",9447,190,,False
"Question: What is 2552 plus 5926?
Answer:",8478,10488,,False
"Question: What is 1330 plus 8271?
Answer:",9601,1330,,False
"Question: What is 879 plus 9038?
Answer:",9917,3,,False
"Question: What is 7410 plus 8207?
Answer:",15617,8207,,False
"Question: What is 2688 plus 5549?
Answer:",8237,101,,False
"Question: What is 6349 plus 396?
Answer:",6745,396,,False
"Question: What is 9694 plus 6093?
Answer:",15787,6093,,False
"Question: What is 8048 plus 8266?
Answer:",16314,7092,,False
"Question: What is 2946 plus 2087?
Answer:",5033,5911,,False
"Question: What is 8528 plus 3450?
Answer:",11978,29888000,,False
"Question: What is 5691 plus 9724?
Answer:",15415,9724,,False
"Question: What is 8110 plus 3964?
Answer:",12074,12276,,False
"Question: What is 3667 plus 4835?
Answer:",8502,3667,,False
"Question: What is 8776 plus 2325?
Answer:",11101,11005,,False
"Question: What is 1161 plus 1550?
Answer:",2711,2715,,False
"Question: What is 9872 plus 9018?
Answer:",18890,98720,,False
"Question: What is 6913 plus 337?
Answer:",7250,0337,,False
"Question: What is 5723 plus 1113?
Answer:",6836,1084,,False
"Question: What is 5589 plus 8204?
Answer:",13793,1000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,,False
"Question: What is 1854 plus 9236?
Answer:",11090,18549236,,False
"Question: What is 9328 plus 2947?
Answer:",12275,1981,,False
"Question: What is 4887 plus 4161?
Answer:",9048,9091,,False
"Question: What is 2981 plus 7601?
Answer:",10582,10561,,False
"Question: What is 3387 plus 2810?
Answer:",6197,8110,,False
"Question: What is 3917 plus 8806?
Answer:",12723,3917,,False
"Question: What is 8841 plus 6158?
Answer:",14999,1,,False
"Question: What is 551 plus 1213?
Answer:",1764,1064,,False
"Question: What is 1326 plus 9142?
Answer:",10468,3,,False
"Question: What is 5981 plus 5104?
Answer:",11085,5,,False
"Question: What is 2883 plus 7974?
Answer:",10857,10712,,False
"Question: What is 2426 plus 368?
Answer:",2794,509,,False
"Question: What is 8394 plus 8336?
Answer:",16730,83,,False
"Question: What is 1542 plus 7477?
Answer:",9019,2,,False
"Question: What is 7694 plus 8784?
Answer:",16478,53,,False
"Question: What is 9882 plus 98?
Answer:",9980,19768,,False
"Question: What is 9559 plus 9726?
Answer:",19285,9726,,False
"Question: What is 4821 plus 8421?
Answer:",13242,100,,False
"Question: What is 7527 plus 3475?
Answer:",11002,1,,False
"Question: What is 8537 plus 2003?
Answer:",10540,105651,,False
"Question: What is 9891 plus 2016?
Answer:",11907,12786,,False
"Question: What is 9582 plus 304?
Answer:",9886,10114,,False
"Question: What is 5756 plus 8158?
Answer:",13914,4123200,,False
"Question: What is 9440 plus 2675?
Answer:",12115,2675,,False
"Question: What is 498 plus 5259?
Answer:",5757,22449,,False
"Question: What is 7552 plus 3886?
Answer:",11438,3886,,False
"Question: What is 4055 plus 9107?
Answer:",13162,9107,,False
"Question: What is 3245 plus 3817?
Answer:",7062,10,,False
"Question: What is 1152 plus 9115?
Answer:",10267,5,,False
"Question: What is 4157 plus 338?
Answer:",4495,338,,False
"Question: What is 3130 plus 9365?
Answer:",12495,31300,,False
"Question: What is 1766 plus 7743?
Answer:",9509,17667,,False
"Question: What is 7489 plus 8892?
Answer:",16381,60778,,False
"Question: What is 5533 plus 7498?
Answer:",13031,5,,False
"Question: What is 5551 plus 4889?
Answer:",10440,4,,False
"Question: What is 8850 plus 1228?
Answer:",10078,10098,,False
"Question: What is 5601 plus 7739?
Answer:",13340,7739,,False
"Question: What is 3806 plus 1270?
Answer:",5076,5072,,False
"Question: What is 2053 plus 4814?
Answer:",6867,8775,,False
"Question: What is 6643 plus 685?
Answer:",7328,6643,,False
"Question: What is 2625 plus 4474?
Answer:",7099,8097,,False
"Question: What is 6440 plus 8585?
Answer:",15025,5,,False
"Question: What is 16 plus 7093?
Answer:",7109,16073,,False
"Question: What is 4942 plus 1418?
Answer:",6360,9358,,False
"Question: What is 489 plus 2538?
Answer:",3027,932,,False
"Question: What is 9727 plus 2036?
Answer:",11763,1909,,False
"Question: What is 8289 plus 7596?
Answer:",15885,7596,,False
"Question: What is 4998 plus 4743?
Answer:",9741,9621,,False
"Question: What is 8623 plus 5211?
Answer:",13834,10,,False
"Question: What is 3094 plus 3166?
Answer:",6260,10,,False
"Question: What is 6763 plus 3262?
Answer:",10025,10,,False
"Question: What is 3859 plus 1346?
Answer:",5205,3,,False
"Question: What is 3653 plus 3386?
Answer:",7039,8007,,False
"Question: What is 7663 plus 7955?
Answer:",15618,766,,False
